name,platform,year,genre,publisher,critic_score,user_score,total_sales,na_sales,jp_sales,pal_sales,other_sales
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,,,0.07,0.0,0.07,0.0,0.0
Zettai Onkan Otoda Master,DS,2007.0,Role-Playing,Hudson Soft,,,0.07,0.0,0.07,0.0,0.0
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,505 Games,,,0.07,0.0,0.07,0.0,0.0
Bleach: Heat the Soul 3,PSP,2006.0,Fighting,Sony Computer Entertainment,,,0.07,0.0,0.07,0.0,0.0
MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,,,0.07,0.0,0.07,0.0,0.0
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,,,0.07,0.0,0.07,0.0,0.0
Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,,,0.07,0.0,0.07,0.0,0.0
God Hand,PS2,2006.0,Action,Capcom,40.0,,0.07,0.0,0.07,0.0,0.0
GunParade Orchestra: Shiro no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,,,0.07,0.0,0.07,0.0,0.0
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,,,0.07,0.0,0.07,0.0,0.0
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006.0,Action,Banpresto,,,0.07,0.0,0.07,0.0,0.0
Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,,,0.07,0.0,0.07,0.0,0.0
Gintama DS: Yorozuya Daisoudou,DS,2006.0,Action,Namco Bandai Games,,,0.07,0.0,0.07,0.0,0.0
Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,,,0.07,0.0,0.07,0.0,0.0
Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006.0,Misc,Konami Digital Entertainment,,,0.07,0.0,0.07,0.0,0.0
Point Blank DS (JP sales),DS,2006.0,Shooter,Atari,,,0.07,0.0,0.07,0.0,0.0
Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,,,0.07,0.0,0.07,0.0,0.0
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,,,0.07,0.0,0.07,0.0,0.0
Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,45.15,,0.07,0.0,0.0,0.06,0.01
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,,,0.07,0.0,0.07,0.0,0.0
Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,,,0.07,0.0,0.07,0.0,0.0
Famicom Mini: Wrecking Crew,GBA,2004.0,Puzzle,Nintendo,,,0.07,0.0,0.07,0.0,0.0
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,48.5,,0.07,0.0,0.0,0.06,0.01
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,Electronic Arts,,,0.07,0.0,0.0,0.06,0.01
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002.0,Role-Playing,Gust,,,0.07,0.0,0.07,0.0,0.0
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,,,0.07,0.0,0.07,0.0,0.0
Hikaru no Go: Heian Gensou Ibunroku,PS,2002.0,Adventure,Konami Digital Entertainment,,,0.07,0.0,0.06,0.0,0.0
Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,,,0.07,0.0,0.07,0.0,0.0
Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,,,0.07,0.0,0.07,0.0,0.0
Crazy Taxi 2,DC,2001.0,Racing,Sega,45.15,,0.07,0.0,0.07,0.0,0.0
G-Saviour,PS2,2000.0,Action,Sunrise Interactive,,,0.07,0.0,0.07,0.0,0.0
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,,,0.07,0.0,0.07,0.0,0.0
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,,,0.07,0.0,0.07,0.0,0.0
Mega Man Xtreme,GB,2000.0,Platform,Capcom,,,0.07,0.0,0.07,0.0,0.0
Metal Gear Solid,GB,2000.0,Action,Konami Digital Entertainment,,,0.07,0.0,0.07,0.0,0.0
The King of Fighters: Evolution,DC,2000.0,Fighting,SNK,,,0.07,0.0,0.07,0.0,0.0
NOëL: La Neige,PS,1998.0,Adventure,Pioneer LDC,,,0.07,0.0,0.07,0.0,0.0
OverBlood 2,PS,1998.0,Action,Evolution Games,,,0.07,0.0,0.06,0.0,0.0
Wizardry: Llylgamyn Saga,PS,1998.0,Role-Playing,Locus,,,0.07,0.0,0.07,0.0,0.0
Super Robot Spirits,N64,1998.0,Fighting,Banpresto,,,0.07,0.0,0.04,0.0,0.03
Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,,,0.07,0.0,0.07,0.0,0.0
Mega Man X4,SAT,1997.0,Action,Capcom,,,0.07,0.0,0.07,0.0,0.0
Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,,,0.07,0.0,0.07,0.0,0.0
Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,,,0.07,0.0,0.06,0.0,0.0
Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,,,0.07,0.0,0.07,0.0,0.0
Hang On GP,SAT,1995.0,Racing,Sega,,,0.07,0.0,0.07,0.0,0.0
Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,,,0.07,0.0,0.07,0.0,0.0
Classic Road,PS,1995.0,Sports,Victor Interactive,,,0.07,0.0,0.07,0.0,0.0
Myst,PS,1995.0,Adventure,Psygnosis,,,0.07,0.0,0.07,0.0,0.0
Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,Asmik Corp,,,0.07,0.0,0.07,0.0,0.0
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,Banpresto,,,0.07,0.0,0.07,0.0,0.0
Formula One World Championship: Beyond the Limit,SCD,1994.0,Racing,Sega,,,0.07,0.0,0.07,0.0,0.0
Gale Racer,SAT,1994.0,Racing,Sega,,,0.07,0.0,0.07,0.0,0.0
Motor Toon Grand Prix (Japan),PS,1994.0,Racing,Sony Computer Entertainment,,,0.07,0.0,0.06,0.0,0.0
Ninja Warriors,SNES,1993.0,Action,Titus,,,0.07,0.0,0.07,0.0,0.0
Samurai Shodown,NG,1993.0,Fighting,SNK,,,0.07,0.0,0.07,0.0,0.0
Ecco: The Tides of Time,GEN,1993.0,Adventure,Sega,,,0.07,0.0,0.07,0.0,0.0
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993.0,Action,Capcom,,,0.07,0.0,0.07,0.0,0.0
Streets of Rage 3,GEN,1993.0,Action,Sega,,,0.07,0.0,0.07,0.0,0.0
Dragon Slayer: The Legend of Heroes,SNES,1992.0,Role-Playing,Epoch,,,0.07,0.0,0.07,0.0,0.0
John Madden Football,SNES,1991.0,Sports,Imagineer,,,0.07,0.0,0.07,0.0,0.0
Dead Island: Riptide,PC,,Action,Deep Silver,33.3,,0.07,0.0,0.0,0.07,0.01
Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,,,0.07,0.0,0.07,0.0,0.0
Caligula,PSV,2016.0,Role-Playing,FuRyu,,,0.06,0.0,0.06,0.0,0.0
Summon Night 6: Lost Borders,PSV,2016.0,Action,Namco Bandai Games,,,0.075,0.01,0.065,0.0,0.005
Utawarerumono: Futari no Hakuoro,PSV,2016.0,Misc,Aqua Plus,,,0.06,0.0,0.06,0.0,0.0
Assetto Corsa,PS4,2016.0,Racing,505 Games,40.75,7.3,0.07,0.0,0.005,0.055,0.01
Kamen Rider: Battride War Genesis,PS4,2016.0,Action,Namco Bandai Games,,,0.065,0.0,0.065,0.0,0.0
Project Setsuna,PS4,2016.0,Role-Playing,Square Enix,,,0.06,0.0,0.06,0.0,0.0
ZombiU,PS4,2016.0,Action,Ubisoft,,,0.06,0.0,0.01,0.04,0.01
Attack on Titan (KOEI),PS3,2016.0,Action,Tecmo Koei,,,0.06,0.0,0.06,0.0,0.0
Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,,,0.07,0.0,0.07,0.0,0.0
Street Fighter V,PC,2016.0,Fighting,Capcom,40.85,3.25,0.065,0.0,0.0,0.055,0.0
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,Namco Bandai Games,,,0.07,0.0,0.07,0.0,0.0
Culdcept Revolt,3DS,2016.0,Strategy,Nintendo,,,0.065,0.0,0.065,0.0,0.0
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,,,0.07,0.0,0.07,0.0,0.0
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,Tecmo Koei,,7.8,0.065,0.0,0.065,0.0,0.0
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,,,0.07,0.0,0.0,0.055,0.015
Genkai Tokki: Moero Crystal,PSV,2015.0,Role-Playing,Compile Heart,,,0.065,0.0,0.065,0.0,0.0
Miracle Girls Festival,PSV,2015.0,Misc,Sega,,,0.065,0.0,0.065,0.0,0.0
Saki: Zenkoku-hen,PSV,2015.0,Misc,Kaga Create,,,0.06,0.0,0.06,0.0,0.0
Samurai Warriors 4: Empires,PSV,2015.0,Action,Tecmo Koei,,,0.065,0.0,0.065,0.0,0.0
Handball 16,PS4,2015.0,Sports,Bigben Interactive,,,0.06,0.0,0.0,0.05,0.01
MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,23.1,3.95,0.06,0.0,0.0,0.05,0.01
Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,,,0.06,0.0,0.0,0.05,0.01
Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,,,0.06,0.0,0.0,0.05,0.01
Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Adventure,Aqua Plus,,,0.06,0.0,0.06,0.0,0.0
Rugby World Cup 2015,PS3,2015.0,Sports,Ubisoft,,,0.06,0.0,0.0,0.05,0.01
Samurai Warriors 4: Empires,PS3,2015.0,Action,Tecmo Koei,,,0.065,0.0,0.065,0.0,0.0
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,FuRyu,,,0.065,0.0,0.065,0.0,0.0
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,38.25,7.5,0.07,0.0,0.07,0.0,0.0
Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Action,Little Orbit,,,0.06,0.0,0.0,0.05,0.0
Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Action,Little Orbit,,,0.034999999999999996,0.005,0.0,0.05,0.0
One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,,,0.06,0.0,0.02,0.04,0.0
Bullet Girls,PSV,2014.0,Action,D3Publisher,,,0.065,0.0,0.065,0.0,0.0
Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,,,0.06,0.0,0.06,0.0,0.0
Mahouka Koukou no Rettousei: Out of Order,PSV,2014.0,Adventure,Namco Bandai Games,,,0.065,0.0,0.065,0.0,0.0
Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,38.15,7.0,0.065,0.0,0.065,0.0,0.0
The Legend of Heroes VII: The Trail of Blue,PSV,2014.0,Role-Playing,Nihon Falcom Corporation,,,0.06,0.0,0.06,0.0,0.0
Nobunaga no Yabou: Souzou,PS4,2014.0,Strategy,Tecmo Koei,,,0.06,0.0,0.06,0.0,0.0
Godzilla (2014),PS3,2014.0,Action,Namco Bandai Games,,,0.065,0.0,0.06,0.005,0.0
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014.0,Strategy,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Lego Batman 3: Beyond Gotham,PC,2014.0,Action,Warner Bros. Interactive Entertainment,,,0.06,0.0,0.0,0.06,0.0
Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,45.1,6.45,0.06,0.0,0.0,0.06,0.0
A-Train: City Simulator,3DS,2014.0,Simulation,ArtDink,,,0.06,0.0,0.06,0.0,0.0
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,37.5,7.8,0.06,0.0,0.06,0.0,0.0
Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,,,0.06,0.0,0.06,0.0,0.0
Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,,,0.06,0.0,0.06,0.0,0.0
Pro Yaky? Spirits 2013,PSV,2013.0,Sports,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Gintama no Sugoroku,PSP,2013.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013.0,Adventure,5pb,,,0.06,0.0,0.06,0.0,0.0
GRID 2,PC,2013.0,Racing,Codemasters,,,0.06,0.0,0.0,0.06,0.005
Remember Me,PC,2013.0,Action,Capcom,35.75,7.4,0.06,0.0,0.0,0.05,0.0
Metal Max 4: Gekkou no Diva,3DS,2013.0,Role-Playing,Kadokawa Shoten,,,0.06,0.0,0.06,0.0,0.0
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,Activision,,,0.06,0.0,0.0,0.06,0.0
Toriko: Gourmet Battle!,3DS,2013.0,Role-Playing,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Zumba Fitness Core,Wii,2012.0,Misc,505 Games,,,0.065,0.0,0.0,0.06,0.005
Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,37.4,7.75,0.06,0.0,0.06,0.0,0.0
Fate/Stay Night [Réalta Nua],PSV,2012.0,Adventure,Kadokawa Shoten,,,0.06,0.0,0.06,0.0,0.0
MotorStorm RC,PSV,2012.0,Racing,Sony Computer Entertainment,43.25,6.8,0.065,0.0,0.0,0.045,0.01
Pro Yaky? Spirits 2012,PSV,2012.0,Sports,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
All Kamen Rider: Rider Generation 2,PSP,2012.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,,,0.06,0.0,0.06,0.0,0.0
I Am In The Movie,PSP,2012.0,Simulation,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Nendoroid Generation,PSP,2012.0,Role-Playing,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,,,0.06,0.0,0.06,0.0,0.0
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,Sega,,,0.06,0.0,0.06,0.0,0.0
Alan Wake,PC,2012.0,Action,Nordic Games,46.0,8.0,0.06,0.0,0.0,0.06,0.01
Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,,,0.06,0.0,0.06,0.0,0.0
Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,Level 5,,,0.06,0.0,0.06,0.0,0.0
Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,Tecmo Koei,,,0.06,0.0,0.0,0.05,0.01
Monkey Island: Special Edition Collection,X360,2011.0,Adventure,Activision,,,0.06,0.0,0.0,0.05,0.01
MotoGP 10/11,X360,2011.0,Racing,Capcom,39.0,,0.06,0.0,0.0,0.05,0.01
SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,Black Bean Games,,,0.06,0.0,0.0,0.05,0.01
Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,,,0.06,0.0,0.01,0.04,0.005
Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,Atlus,,,0.06,0.0,0.06,0.0,0.0
Pop'n Music Portable 2,PSP,2011.0,Misc,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,Kadokawa Shoten,,,0.06,0.0,0.06,0.0,0.0
Unchained Blades ,PSP,2011.0,Role-Playing,FuRyu,,,0.06,0.0,0.06,0.0,0.0
Vitamin X to Z,PSP,2011.0,Adventure,D3Publisher,,,0.06,0.0,0.06,0.0,0.0
ICO,PS3,2011.0,Action,Sony Computer Entertainment,,,0.06,0.0,0.06,0.0,0.0
Pro Evolution Soccer 2012,PS2,2011.0,Action,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,,,0.06,0.0,0.0,0.05,0.01
The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,Crimson Cow,,,0.06,0.0,0.0,0.05,0.01
The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,40.9,,0.06,0.0,0.0,0.05,0.01
Eigo de Tabisuru: Little Charo,DS,2011.0,Misc,Nintendo,,,0.06,0.0,0.06,0.0,0.0
Jewel Quest IV: Heritage,DS,2011.0,Puzzle,iWin,,,0.06,0.0,0.0,0.05,0.01
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011.0,Adventure,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,Acquire,,,0.06,0.0,0.06,0.0,0.0
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,Alchemist,,,0.06,0.0,0.06,0.0,0.0
Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Challenge Me: Brain Puzzles 2,Wii,2010.0,Puzzle,O-Games,,,0.06,0.0,0.0,0.05,0.0
Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,,,0.065,0.0,0.0,0.055,0.01
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010.0,Fighting,Takara Tomy,,,0.06,0.0,0.06,0.0,0.0
Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,,,0.06,0.0,0.06,0.0,0.0
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,D3Publisher,,,0.06,0.0,0.06,0.0,0.0
Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,,,0.06,0.0,0.06,0.0,0.0
Power Pro Success Legends,PSP,2010.0,Sports,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Starry ? Sky: In Summer,PSP,2010.0,Misc,Asgard,,,0.06,0.0,0.06,0.0,0.0
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,,,0.06,0.0,0.06,0.0,0.0
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,,,0.06,0.0,0.06,0.0,0.0
A New Beginning,PC,2010.0,Adventure,Deep Silver,,,0.06,0.0,0.0,0.05,0.01
pro evolution soccer 2011,PC,2010.0,Sports,Konami Digital Entertainment,,,0.06,0.0,0.0,0.05,0.01
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010.0,Role-Playing,Marvelous Interactive,,,0.06,0.0,0.06,0.0,0.0
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010.0,Action,Takara Tomy,,,0.06,0.0,0.06,0.0,0.0
Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,,,0.06,0.0,0.06,0.0,0.0
OK! Puzzle Stars,DS,2010.0,Puzzle,Ubisoft,,,0.06,0.0,0.0,0.055,0.01
Quiz! Hexagon II,DS,2010.0,Misc,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Steins;Gate,X360,2009.0,Adventure,5pb,,,0.06,0.0,0.06,0.0,0.0
Another Code R: A Journey into Lost Memories,Wii,2009.0,Adventure,Nintendo,35.95,,0.06,0.0,0.03,0.03,0.0
SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,Square Enix,,,0.06,0.0,0.06,0.0,0.0
Evangelion: Jo,PSP,2009.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Minna no Sukkiri,PSP,2009.0,Sports,Sony Computer Entertainment,,,0.06,0.0,0.06,0.0,0.0
Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,Tecmo Koei,,,0.06,0.0,0.06,0.0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,,,0.06,0.0,0.06,0.0,0.0
Melty Blood: Actress Again,PS2,2009.0,Fighting,Ecole,,,0.06,0.0,0.06,0.0,0.0
Mirror's Edge,PC,2009.0,Platform,Electronic Arts,44.3,,0.055,0.0,0.0,0.05,0.01
Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,45.6,,0.06,0.0,0.0,0.05,0.01
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,Namco Bandai Games,44.0,,0.06,0.0,0.0,0.05,0.01
The Saboteur,PC,2009.0,Action,Electronic Arts,41.6,,0.06,0.0,0.0,0.05,0.01
Jacqueline Wilson's Tracy Beaker: The Game,DS,2009.0,Misc,P2 Games,,,0.06,0.0,0.0,0.05,0.0
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,Takara Tomy,,,0.06,0.0,0.06,0.0,0.0
Shining Force Feather,DS,2009.0,Strategy,Sega,,,0.06,0.0,0.06,0.0,0.0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009.0,Sports,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009.0,Misc,Rocket Company,,,0.06,0.0,0.06,0.0,0.0
Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,,,0.06,0.0,0.06,0.0,0.0
Fate/Tiger Colosseum Upper,PSP,2008.0,Fighting,Capcom,,,0.06,0.0,0.06,0.0,0.0
Higurashi Daybreak Portable,PSP,2008.0,Adventure,Alchemist,,,0.06,0.0,0.06,0.0,0.0
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008.0,Adventure,Kadokawa Shoten,,,0.06,0.0,0.06,0.0,0.0
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,Paon,,,0.06,0.0,0.06,0.0,0.0
KimiKiss (ebKore+),PS2,2008.0,Adventure,Enterbrain,,,0.06,0.0,0.06,0.0,0.0
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,39.05,,0.06,0.0,0.0,0.05,0.01
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,,,0.06,0.0,0.06,0.0,0.0
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,,,0.06,0.0,0.06,0.0,0.0
Emblem of Gundam,DS,2008.0,Strategy,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Action,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008.0,Simulation,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,Benesse,,,0.06,0.0,0.06,0.0,0.0
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,,,0.06,0.0,0.06,0.0,0.0
Summon Night 2,DS,2008.0,Role-Playing,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Fishing Master (jp sales),Wii,2007.0,Sports,Konami Digital Entertainment,,,0.06,0.0,0.06,0.0,0.0
Hajime no Ippo Portable: Victorious Spirits,PSP,2007.0,Fighting,Grand Prix Games,,,0.06,0.0,0.06,0.0,0.0
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,,,0.06,0.0,0.06,0.0,0.0
Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,Sony Computer Entertainment,,,0.06,0.0,0.06,0.0,0.0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,D3Publisher,,,0.06,0.0,0.06,0.0,0.0
Kiniro no Corda 2,PS2,2007.0,Role-Playing,Tecmo Koei,,,0.06,0.0,0.06,0.0,0.0
Pro Yakyuu Netsu Star 2007,PS2,2007.0,Sports,Namco Bandai Games,,,0.06,0.0,0.06,0.0,0.0
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007.0,Simulation,Sega,,,0.06,0.0,0.06,0.0,0.0
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,44.5,,0.06,0.0,0.0,0.05,0.01
The Witcher,PC,2007.0,Role-Playing,Atari,44.45,,0.06,0.0,0.0,0.05,0.01
Unreal Tournament III,PC,2007.0,Shooter,Midway Games,45.8,,0.06,0.0,0.0,0.05,0.01
